Sigle,Autor,Titel,Sammlung,Referenz,Jahr,Jahr_Schlawe,Jahr_Frank,Jahr_Metricalizer,Zeitraum_Frank,Zeitraum,Frank,Schlawe,Strophenformen,Metricalizer,Freiburger Anthologie,Zeno,Besonderheiten,falsche Zuordnungen
"Schlegel, F. - Der alte Pilger","""Schlegel, Friedrich""",Der alte Pilger,,,,,,,1770-1830,,6.19,,,,,,,
"Schlegel, F. - Der Glühende","""Schlegel, Friedrich""",Der Glühende,,,,,,,1770-1830,,10.6,,,,,,Frank: ababacdcdc,
"Schlegel, F. - Der Heitre","""Schlegel, Friedrich""",Der Heitre,,,,,,,1770-1830,,10.6,,,,,,Frank: abababcdcd,
"Schlegel, F. - Die neue Schule","""Schlegel, Friedrich""",Die neue Schule,,,,,,,1770-1830,,10.6,,,,,,Frank: Espinela-Reim abba ac cddc,
"Schlegel, F. - Fülle der Liebe","""Schlegel, Friedrich""",Fülle der Liebe,,,,,,,1770-1830,,4.4,,,,,,,
"Schlegel, F. - Gelübde","""Schlegel, Friedrich""",Gelübde,,,,,,,1770-1830,,7.7,,,,,,,
"Schlegel, F. - Gesang der Ehre","""Schlegel, Friedrich""",Gesang der Ehre,,,,,,,1770-1830,,6.29,,,,,,,
"Schlegel, F. - Gesang der Erinnerung","""Schlegel, Friedrich""",Gesang der Erinnerung,,,,,,,1770-1830,,6.7,,,,,,,
"Schlegel, F. - Im Walde","""Schlegel, Friedrich""",Im Walde,,,,,,1808,1770-1830,,6.29,,,,https://metricalizer.de/de/corpus/7/overview/inspect/55dc4b176758952e88df6f6f,,,
"Schlegel, F. - Irrlichter","""Schlegel, Friedrich""",Irrlichter,,,,,,,1770-1830,,4.32,,,,,,,
"Schlegel, F. - Klagelied der Mutter Gottes","""Schlegel, Friedrich""",Klagelied der Mutter Gottes,,,,,,,1770-1830,,6.40,,,,,,,
"Schlegel, F. - Klaggesang am Grabe eines","""Schlegel, Friedrich""",Klaggesang am Grabe eines,,,,,,,1770-1830,,3.7,,,,,,,
"Schlegel, F. - Parodie","""Schlegel, Friedrich""",Parodie,,,,,,,1770-1830,,10.6,,,,,,Frank: Espinela-Reim abba ac cddc,
"Schlegel, F. - Sankt Reinhold","""Schlegel, Friedrich""",Sankt Reinhold,,,,,,,1770-1830,,8.15,,,,,,,
"Schlegel, F. - Stanzen zur Einleitung eines Märchens","""Schlegel, Friedrich""",Stanzen zur Einleitung eines Märchens,,,,,1800,,1770-1830,,8.48,,,,,,,
"Schlegel, F. - Unsre Zeit","""Schlegel, Friedrich""",Unsre Zeit,,,,,,,1770-1830,,7.10,,,,,,,
"Schlegel, F. - Wechselgesang","""Schlegel, Friedrich""",Wechselgesang,,,,,,,1770-1830,,8.48,,,,,,,
"Schlegel, J.A. - Der Esel und der Mops","""Schlegel, Johann Adolf""",Der Esel und der Mops,,,,,,,1700-1770,,8.36,,,,,,,
"Schlegel, J.A. - Die Rose und der Schmetterling","""Schlegel, Johann Adolf""",Die Rose und der Schmetterling,,,,,,,1700-1770,,6.36,,,,,,,
"Schlegel, J.E. - An Doris","""Schlegel, Johann Elias""",An Doris,,,,,,,1700-1770,,6.36,,,,,,,
"Schlegel, J.E. - An ein zärtliches Ehepaar","""Schlegel, Johann Elias""",An ein zärtliches Ehepaar,,,,,,,1700-1770,,8.26,,,,,,,
"Schlegel, J.E. - Meine Liebe","""Schlegel, Johann Elias""",Meine Liebe,,,,,um 1740,,1700-1770,,5.8,,,,,,,
Schleifer - Adelheid von der Wart,"""Schleifer, Matthias Leopold""",Adelheid von der Wart,Wiener Musenalmanach 1793,Wiener Musenalmanach 1793,,,1793,,1770-1830,,5.3,,,,,,,
"Schlichtegroll - Dank, Dank dir lieber, weiser","""Schlichtegroll, Adolf Heinrich""","Dank, Dank dir lieber, weiser",,,,,,,,,4.77,,,,,,,
Schlot - Poetarum splendida miseria,"""Schlot, Nathanael""",Poetarum splendida miseria,Neukirchs Anthologie,,,,,,,,6.51,,,,,,,
Schmid - Das Vöglein auf dem Weihnachtsbaum,"""Schmid, Hermann von""",Das Vöglein auf dem Weihnachtsbaum,,,,,,,1830-1900,,---,,,268,,,,
"Schmid - Weihnachtslied (Ihr Kinderlein, kommet)","""Schmid, Christoph von""","Weihnachtslied (Ihr Kinderlein, kommet)",,,,,,,,,4.62,,,,,,,
"Schmidt, F.W.A. - Das Gärtchen der Liebe","""Schmidt, Friedrich Wilhelm August""",Das Gärtchen der Liebe,Göttinger Musenalmanach 1791,Göttinger Musenalmanach 1791,,,,,1770-1830,,4.26,,,,,,,
"Schmidt, F.W.A. - Du und ich","""Schmidt, Friedrich Wilhelm August""",Du und ich,,,,,,,1770-1830,,6.19,,,,,,,
"Schmidt, F.W.A. - Liebe mit Schmerzen","""Schmidt, Friedrich Wilhelm August""",Liebe mit Schmerzen,Berlinischer Musenalmanach 1791,Berlinischer Musenalmanach 1791,,,1791,,1770-1830,,4.21,,,,,,,
"Schmidt, F.W.A. - Lied im Frühling","""Schmidt, Friedrich Wilhelm August""",Lied im Frühling,Göttinger Musenalmanach 1789,Göttinger Musenalmanach 1789,,,1789,,1770-1830,,7.2,,,,,,,
"Schmidt, G.P. - Des Fremdlings Abendlied","""Schmidt, Georg Philipp""",Des Fremdlings Abendlied,,,,,,1814,,,4.58,,,,https://metricalizer.de/de/corpus/7/overview/inspect/55dc4b176758952e88df7096,,,
"Schmidt, G.P. - Ich komme vom Gebirge her","""Schmidt, Georg Philipp""",Ich komme vom Gebirge her,,,,,,,,,4.58,,,,,,,
"Schmidt, K.E. - Friedenstrinklied eines Preußen","""Schmidt, Klamer Eberhard""",Friedenstrinklied eines Preußen,,,,,Ende 18. Jh.,,1770-1830,,8.13,,,,,,,
"Schmidt, K.E. - Prüfung des Küssens","""Schmidt, Klamer Eberhard""",Prüfung des Küssens,,,,,,,,,4.47,,,,,,,
"Schmidt, K.E. - Wenn morgens früh ich fegen","""Schmidt, Klamer Eberhard""",Wenn morgens früh ich fegen geh,"""Mildheimisches Liederbuch (1815, EA 1799)""","MLB 621,MLB 382",,,,,1700-1770,,7.7,,,,,,,
Schmolck - Der beste Freund ist in dem Himmel,"""Schmolck, Benjamin""",Der beste Freund ist in dem Himmel,,,,,,,1700-1770,,6.38,,,,,,,
"Schmolck - Endlich, endlich muß es sein","""Schmolck, Benjamin""","Endlich, endlich muß es sein",,,,,18. Jh.,,1700-1770,,6.23,,,,,,,
"Schmolck - Herr höre, Herr erhöre","""Schmolck, Benjamin""","Herr höre, Herr erhöre",,,,,,,1700-1770,,6.9,,,,,,,
"Schmolck - Je größer Kreuz, je näher Himmel","""Schmolck, Benjamin""","Je größer Kreuz, je näher HImmel",,,,,,,1700-1770,,6.38,,,,,,,
Schmolck - Jesus soll die Losung sein,"""Schmolck, Benjamin""",Jesus soll die Losung sein,,,,,18. Jh.,,1700-1770,,6.23,,,,,,,
